Company Name,Location,Job Title
University of Wollongong,"Sydney, Australia","Casual Lecturer, 'Marketing in a Global Economy'​"
University of Sydney,"Sydney, Australia",Tutor
Reckon,"Sydney, Australia","General Manager, Marketing"
Foundry,"Launceston, Australia",Program and Product Development
Foundry,"Launceston, Australia",Community + Social
Tractor Design School,"Launceston, Australia",Social Media Teacher
illuminate Education & Consulting,"Launceston, Australia",Program Facilitator
Best WesternÂ® Hotels & Resorts,"Launceston, Australia",Receptionist
Sixth Law 3D,"Launceston, Australia",Social Media and Branding Strategist
AccorHotels,"Launceston, Australia",Receptionist
Wedderburg Pty Ltd,"Geelong West, Australia",Technical Advisor | Non Executive Director
Valistra Group,"Geelong West, Australia",Managing Director
Victorian Chamber of Commerce and Industry,"Geelong West, Australia",Board Member - VECCI Regional Council
Wedderburg Consulting Group,"Geelong West, Australia",Managing Partner
RACV,"Geelong West, Australia",President - RACV Club Young Members
Deloitte Australia,"Geelong West, Australia",Internal Recruitment Manager - Strategy & Operations
Michael Page,"Geelong West, Australia","Internal Recruitment Manager (VIC, WA, NZ)"
Hughes Recruitment,"Geelong West, Australia",Principal Recruitment Consultant
Hallis,"Geelong West, Australia",Senior Recruitment Consultant
Adecco,"Geelong West, Australia",Recruitment Consultant
Deakin University,"Melbourne, Australia",Biostatistician/Research Fellow
Deakin University,"Melbourne, Australia",Alfred Deakin Postdoctoral Fellow
Murdoch Childrens Research Institute,"Melbourne, Australia",Biostatistician/Senior Research Officer
Medical Research Council,"Melbourne, Australia",Statistician
University of Glasgow,"Melbourne, Australia",Statistician
Murdoch Childrens Research Institute,"Melbourne, Australia",Biostatistician/Senior Research Fellow
Scentre Group (Owner and Operator of Westfield in Aus and NZ),"Sydney, Australia",Senior Brand Experience Manager - Content
Scentre Group (Owner and Operator of Westfield in Aus and NZ),"Sydney, Australia",Senior Marketing Manager - Westfield Sydney
Bauer Media Australia,"Sydney, Australia",Group Marketing Manager
Fairfax Media,"Sydney, Australia",Partnership Manager / Senior Brand Manager
Fairfax Media,"Sydney, Australia",Brand Manager - BRW
Cohort Global,"Sydney, Australia",Sales & Marketing Manager
DHL,"Sydney, Australia",Business Development Manager
Nestlé,"Sydney, Australia",B2B & Supply Chain Technology Manager
Nestlé,"Sydney, Australia",B2B Manager
Nestlé,"Sydney, Australia",B2B Implementation Manager
Nestlé,"Sydney, Australia",Project Manager - SAP
Nestlé,"Sydney, Australia",Business Intelligence Analyst
Nestlé,"Sydney, Australia",Head of eBusiness Supply Chain
Leo Burnett,"Melbourne Area, Australia",Head of Product and Experience
Commonwealth Bank,"Melbourne Area, Australia",Experience Design Lead Mobile and Financial Wellbeing
VIUS digital product design,"Melbourne Area, Australia",User Experience Consultant
ING Australia,"Melbourne Area, Australia",CX and UX Lead
Jack Morton Worldwide,"Melbourne Area, Australia",Information Architect
UNSW,"Melbourne Area, Australia",Tutor
HotHouse,"Melbourne Area, Australia",Producer/Senior Producer
UNSW,"Melbourne Area, Australia",Tutor
UNSW,"Melbourne Area, Australia",Lecturer (Guest)
UNSW,"Melbourne Area, Australia",Lecturer (Guest)
UNSW,"Melbourne Area, Australia",Tutor
UNSW,"Melbourne Area, Australia",Tutor: Sociology of Medicine
UNSW,"Melbourne Area, Australia",Lecturer (Guest)
Western Sydney University,"Melbourne Area, Australia",Tutor
The London School of Economics and Political Science (LSE),"Melbourne Area, Australia",Research Assistant
UNSW,"Melbourne Area, Australia",Tutor
Network 10,"Sydney, Australia",Communications Manager - Technology
Network 10,"Sydney, Australia",Network Communications Supervisor
Network 10,"Sydney, Australia",Network Projects Supervisor
Network 10,"Sydney, Australia",Broadcast IT Services Supervisor
Network 10,"Sydney, Australia",IT & Broadcast Systems Engineer
H+A Legal,"Sydney, Australia",Director
Herbert Smith Freehills,"Sydney, Australia",Paralegal/Graduate
Aurecon,"Brisbane, Australia","Global Service Leader - Ports, marine and industrial structures"
Aurecon,"Brisbane, Australia",Technical Director
Aurecon,"Brisbane, Australia",Senior Associate
Aurecon,"Brisbane, Australia",Associate
Aurecon,"Brisbane, Australia",Engineer
Aurecon,"Brisbane, Australia","Design Director, Ports & Marine"
Arrium,"Brunswick North, Victoria, Australia",Business Analyst/Modelling
Arrium,"Brunswick North, Victoria, Australia","Development, Systems and Logistics Specialist"
Arrium,"Brunswick North, Victoria, Australia",Black Belt
OneSteel,"Brunswick North, Victoria, Australia",Metallurgist
Mittal Steel,"Brunswick North, Victoria, Australia",Engineer
Murdoch University,"Perth, Australia","Director Postgraduate Research, Senior Lecturer;"
Murdoch University,"Perth, Australia","Associate Dean Learning and Teaching, Murdoch Business School"
Bell Partners,"Sydney, Australia",Manager
Bell Partners,"Sydney, Australia",Supervisor
ESV - Accounting and Business Advisors,"Sydney, Australia",Senior Accountant
Kristallis accounting,"Sydney, Australia",Assistant client manager
HLS Healthcare Solutions,"Melbourne, Australia",Clinical Educator
Monash Health,"Melbourne, Australia",Nurse Unit Manager
Deakin University,"Melbourne, Australia",Lecturer & Clinical Facilitator
RDNS (Royal District Nursing Service) Group,"Melbourne, Australia",Registered Nurse
PlaceMakers,"Queensland, Australia",Public Relations Manager
Powerlink Queensland,"Queensland, Australia",Communications
Powerlink Queensland,"Queensland, Australia",Communications
Australian Clinical Labs,"Melbourne, Australia",Laboratory Operations Manager
The Foundation for Young Australians (FYA),"Sydney, Australia",Director of Innovation
The Foundation for Young Australians (FYA),"Sydney, Australia",Director of Engagement
The Foundation for Young Australians (FYA),"Sydney, Australia",Director of Young People Without Borders
Warner Bros. Entertainment,"Sydney, Australia",Marketing Director
Warner Bros. Entertainment,"Sydney, Australia",Marketing Manager
Warner Bros. Entertainment,"Sydney, Australia",Senior Product Manager
Universal Pictures,"Sydney, Australia",Product Manager
BBC Studios,"Sydney, Australia",Product Marketing Executive
BBC Studios,"Sydney, Australia",Global Brand and Marketing Assistant
FTI Consulting,"Melbourne, Australia",Senior Director
FTI Consulting,"Melbourne, Australia","Director, Agribusiness"
McGrathNicol,"Melbourne, Australia",Manager
McGrathNicol,"Melbourne, Australia",Senior Accountant
McGrathNicol,"Melbourne, Australia",Accountant
Brown Brothers Milawa Vineyard,"Melbourne, Australia",Cellar Hand
Ericsson,"Melbourne, Australia",Integration Engineer
DoctorDoctor (formerly the Australian Locum Medical Service Pty Ltd),"Melbourne, Australia",Call Service Operator
Australian Taxation Office,"Melbourne, Australia",Operations Officer
"Department of Transport, Victoria, Australia","Melbourne, Australia",Student Signalling Engineer
Bankwest Curtin Economics Centre (BCEC),"Perth, Australia",Research Fellow
Bankwest Curtin Economics Centre (BCEC),"Perth, Australia",Research Assistant
Government of Western Australia,"Perth, Australia",Econometrics Consultant
Murdoch University,"Perth, Australia",Lecturer
Broadreach Services,"Melbourne, Australia",Technical Project Manager
Corporate Initiatives (Ci),"Melbourne, Australia",Senior Technical Consultant
Vantage Secure Unified Collaboration,"Melbourne, Australia",National Solutions Architect
KPMG US,"Melbourne, Australia",Production Manager
IAG,"Sydney, Australia",Senior Data Engineer
Hotfrog,"Sydney, Australia",Senior Data Architect / Developer
Hotfrog,"Sydney, Australia",Senior Data / SQL / BI Developer & DBA
Hotfrog,"Sydney, Australia",Senior Data / SQL / BI Developer
Hotfrog,"Sydney, Australia",Data Developer (C#/SQL)
Emagine International,"Sydney, Australia",Oracle Developer
Hudson,"Sydney, Australia",SQL Developer
IFS,"Sydney, Australia",Team Lead
NSW Crown Solicitor's Office,"Sydney, Australia",Learning and Development Officer
Corview,"Sydney, Australia",Senior Associate
Evans & Peck,"Sydney, Australia",Senior Consultant
Ofcom,"Sydney, Australia",Spectrum Policy Adviser
Vodafone,"Sydney, Australia",Economic Policy Analyst
NSW Treasury,"Sydney, Australia",Economist
NSW Treasury,"Sydney, Australia",Graduate Program
TAFE NSW,"Victoria, Australia","Manager, Learning Innovation"
TAFE NSW,"Victoria, Australia","Manager, Capability Development Strategy"
TAFE NSW,"Victoria, Australia",Capability Development Framework -Project Manager
TAFE NSW,"Victoria, Australia",Capability Development Manager
TAFE NSW,"Victoria, Australia",Head of Department  - Business
TAFE NSW,"Victoria, Australia",Teacher
TAFE NSW,"Victoria, Australia","Trainer and assessor  Management and Small Business, and Communications"
Honeywell,"Brisbane, Australia",District Service Leader
Honeywell,"Brisbane, Australia",Business Consultant
Honeywell,"Brisbane, Australia",Operations Manager
Castrol,"Sydney, Australia",Head of Finance  - Castrol ANZ
Castrol,"Sydney, Australia",Strategy Manager
Castrol,"Sydney, Australia",Program Manager
Castrol,"Sydney, Australia",Project Manager
Castrol,"Sydney, Australia",National Sales Operations Manager
BP,"Sydney, Australia",Finance Manager
JP Consulting (Aust) Pty Ltd,"Darwin, Australia",eHealth Solution Architect
Queensland Health,"Darwin, Australia",Solution Architect
QSuper Group,"Darwin, Australia",Solution Architect
Australian Government Department of Human Services,"Darwin, Australia",Solution Architect
Department of Transport and Main Roads,"Darwin, Australia",Lead Analyst
Australian Taxation Office,"Darwin, Australia",Senior Systems Analyst/Programmer
EDS Group,"Darwin, Australia",Systems Analyst/Programmer
Bytes Technology Group,"Darwin, Australia",Systems Analyst/Programmer
MCK Architecture & Interiors,"Sydney, Australia",Architect
Lucas Stapleton Johnson & Partners,"Sydney, Australia",Architectural Assistant
Tatts Group,"Hendra, Queensland, Australia",Infrastructure Engineer
Brisbane Powerhouse,"Hendra, Queensland, Australia",Information Technology and Communications Officer
IceFire Technologies Pty Ltd,"Hendra, Queensland, Australia",Engineer
Brisbane Lions,"Hendra, Queensland, Australia",IT Assistant
Hutchinson Builders,"Hendra, Queensland, Australia",IT Assistant
Twin Ocean Property,"Sydney, New South Wales, Australia",Director
Macquarie Group,"Sydney, New South Wales, Australia",State Manager Property
Goldmate Group,"Sydney, New South Wales, Australia",Head of Funds Management
KPMG US,"Melbourne Area, Australia",Manager - Management Consulting
Coles,"Melbourne Area, Australia",Advisor
National Australia Bank,"Melbourne Area, Australia",Technical Reconciliation
Amdocs,"Melbourne Area, Australia",Senior IT Consultant
IBM,"Melbourne Area, Australia",CRM BI Consultant
UBS,"Melbourne Area, Australia",Software Developer
KPMG Australia,"Melbourne Area, Australia",Associate Director - KPMG Management Consulting
Tech Mahindra,"Melbourne Area, Australia",Digital Principal (Global) - Strategy | Customer Experience | Digital CoE
Kavienna,"Melbourne Area, Australia",Fashion Director | Fashion Model | Fashion Lecturer & Columnist
University of Melbourne,"Melbourne Area, Australia","Industry Advisor - Digital Strategy, Technology and Student Experience"
Victoria University,"Melbourne Area, Australia",VU Alumni Brand Ambassador & Industry Advisor to The Office of the Pro-Vice Chancellor
Lendlease,"Melbourne Area, Australia",Digital Services Manager | Strategy | Technology | Delivery (www.lendlease.com) - Global
RMIT University,"Melbourne Area, Australia",Industry Advisor - Faculty of Electrical Engineering & Life Sciences
"Social Garden - Customer Acquisition, Experience & Retention","Melbourne Area, Australia","Director of Digital Strategy, Delivery & Technology"
EY,"Melbourne Area, Australia",Manager - Advisory | Digital
Optima3,"Melbourne Area, Australia",Head of Digital
RXP Services,"Melbourne Area, Australia",Digital Practice Manager
MethodGroup Consulting (now part of RXP Services),"Melbourne Area, Australia",Digital Practice Manager
ANZ,"Melbourne Area, Australia",Digital Drop and Customer Experience Manager (IB4B)
Pactera,"Melbourne Area, Australia",Business Analyst
Telstra,"Melbourne Area, Australia","Technical Business Analyst - IoT, Cloud, Infrastructure at Telstra - Building Australia’s Cloud"
IEEE,"Melbourne Area, Australia",Website Programmer/Treasurer
Melbourne Water,"Melbourne Area, Australia","Alliance Coordinator/Technical Business Analyst (Water Civil Works, ICT & Customer)"
Macquarie Telecom Group,"Melbourne Area, Australia",Client Services Specialist
Datacom,"Melbourne Area, Australia",Project & Resource Coordinator
New Era Technology,"Melbourne Area, Australia",Junior Project Manager
Nokia,"Melbourne Area, Australia",Technical Designer (BIM)/ Business Process Analyst
Nokia,"Melbourne Area, Australia",Technical Designer (BIM) /Project Administrator
Salmat,"Melbourne Area, Australia",IT Service Desk Administrator and Infrastructure Support (formerly Hermes Precisa Australia (HPA) )
Gymnastics Australia,"Melbourne Area, Australia",Gymnast - (Women's Artistic Gymnastics)
Kavienna,"Melbourne Area, Australia","Style Director | #LFWP Model & Designer | Brand Ambassador, Fashion Lecturer & Columnist"
National Australia Bank,"Melbourne Area, Australia",Digital Principal
"Department of Health & Human Services, Victoria","Melbourne, Australia",Senior Budget Analyst
Victorian Building Authority,"Melbourne, Australia",Management Accountant
Department of Planning and Community Development,"Melbourne, Australia",Budget Coordinator
Department of Sustainability and Environment,"Melbourne, Australia",Finance Manager
Comverge Networks,"Melbourne, Australia",Operations | Work Force | Project Manager
Turner & Townsend Thinc,"Canberra, Australia",Senior Project Manager
Educated Running L.L.C.,"Canberra, Australia",Running Coach
